Country or Area,Commodity - Transaction,Year,Unit,Quantity,Quantity Footnotes
Armenia,From combustible fuels – Main activity – Heat plants,2009,Terajoules,0,
Armenia,From combustible fuels – Main activity – Heat plants,2008,Terajoules,0,
Armenia,From combustible fuels – Main activity – Heat plants,2007,Terajoules,295,
Armenia,From combustible fuels – Main activity – Heat plants,2006,Terajoules,247,
Armenia,From combustible fuels – Main activity – Heat plants,2005,Terajoules,233,
Armenia,From combustible fuels – Main activity – Heat plants,2004,Terajoules,188,
Armenia,From combustible fuels – Main activity – Heat plants,2003,Terajoules,221,
Armenia,From combustible fuels – Main activity – Heat plants,2002,Terajoules,253,
Armenia,From combustible fuels – Main activity – Heat plants,2001,Terajoules,234,
Armenia,From combustible fuels – Main activity – Heat plants,2000,Terajoules,287,
Armenia,From combustible fuels – Main activity – Heat plants,1999,Terajoules,269,
Armenia,From combustible fuels – Main activity – Heat plants,1998,Terajoules,331,
Armenia,From combustible fuels – Main activity – Heat plants,1997,Terajoules,352,
Armenia,From combustible fuels – Main activity – Heat plants,1996,Terajoules,1532,
Armenia,Heat - Net production,2019,Terajoules,26.381,
Armenia,Heat - Net production,2018,Terajoules,22,
Armenia,Heat - Net production,2017,Terajoules,28.6,
Armenia,Heat - Net production,2016,Terajoules,32,
Armenia,Heat - Net production,2015,Terajoules,26,
Armenia,Heat - Net production,2014,Terajoules,59,1
Armenia,Heat - Net production,2013,Terajoules,68,1
Armenia,Heat - Net production,2012,Terajoules,50,1
Armenia,Heat - Net production,2011,Terajoules,111,1
Armenia,Heat - Net production,2010,Terajoules,291,1
Armenia,Heat - Net production,2009,Terajoules,637,1
Armenia,Heat - Net production,2008,Terajoules,1146,1
Armenia,Heat - Net production,2007,Terajoules,1680,1
Armenia,Heat - Net production,2006,Terajoules,1480,
Armenia,Heat - Net production,2005,Terajoules,1720,
Armenia,Heat - Net production,2004,Terajoules,1018,
Armenia,Heat - Net production,2003,Terajoules,1068,
Armenia,Heat - Net production,2002,Terajoules,1221,
Armenia,Heat - Net production,2001,Terajoules,1605,
Armenia,Heat - Net production,2000,Terajoules,2629,
Armenia,Heat - Net production,1999,Terajoules,2263,
Armenia,Heat - Net production,1998,Terajoules,1946,
Armenia,Heat - Net production,1997,Terajoules,2221,
Armenia,Heat - Net production,1996,Terajoules,3009,
Armenia,Heat - Net production,1995,Terajoules,2557,
Armenia,Heat - Net production,1994,Terajoules,2242,
Armenia,Heat - Net production,1993,Terajoules,3101,
Armenia,"Heat - Own use by electricity, CHP and heat plants",2019,Terajoules,0.99,
Armenia,"Heat - Own use by electricity, CHP and heat plants",2018,Terajoules,2,
Armenia,"Heat - Own use by electricity, CHP and heat plants",2017,Terajoules,2,
Armenia,"Heat - Own use by electricity, CHP and heat plants",2016,Terajoules,2,
Armenia,"Heat - Own use by electricity, CHP and heat plants",2015,Terajoules,2,
Armenia,"Heat - Own use by electricity, CHP and heat plants",2014,Terajoules,6,1
Armenia,"Heat - Own use by electricity, CHP and heat plants",2013,Terajoules,8,1
Armenia,"Heat - Own use by electricity, CHP and heat plants",2012,Terajoules,5,1
Armenia,"Heat - Own use by electricity, CHP and heat plants",2011,Terajoules,12,1
Armenia,"Heat - Own use by electricity, CHP and heat plants",2010,Terajoules,32,1
Armenia,"Heat - Own use by electricity, CHP and heat plants",2009,Terajoules,71,1
Armenia,"Heat - Own use by electricity, CHP and heat plants",2008,Terajoules,127,1
Armenia,"Heat - Own use by electricity, CHP and heat plants",2007,Terajoules,187,1
Armenia,"Heat - Own use by electricity, CHP and heat plants",2006,Terajoules,526,
Armenia,"Heat - Own use by electricity, CHP and heat plants",2005,Terajoules,118,
Armenia,"Heat - Own use by electricity, CHP and heat plants",2004,Terajoules,209,
Armenia,"Heat - Own use by electricity, CHP and heat plants",2003,Terajoules,373,
Armenia,"Heat - Own use by electricity, CHP and heat plants",2002,Terajoules,332,
Armenia,"Heat - Own use by electricity, CHP and heat plants",2001,Terajoules,397,
Armenia,"Heat - Own use by electricity, CHP and heat plants",2000,Terajoules,518,
Armenia,"Heat - Own use by electricity, CHP and heat plants",1999,Terajoules,373,
Armenia,"Heat - Own use by electricity, CHP and heat plants",1998,Terajoules,532,
Armenia,"Heat - Own use by electricity, CHP and heat plants",1997,Terajoules,555,
Armenia,"Heat - Own use by electricity, CHP and heat plants",1996,Terajoules,753,
Armenia,"Heat - Own use by electricity, CHP and heat plants",1995,Terajoules,728,
Armenia,"Heat - Own use by electricity, CHP and heat plants",1994,Terajoules,641,
Armenia,"Heat - Own use by electricity, CHP and heat plants",1993,Terajoules,825,
Armenia,Heat - Losses,2019,Terajoules,18.487,
Armenia,Heat - Losses,2018,Terajoules,14,
Armenia,Heat - Losses,2017,Terajoules,19.8,
Armenia,Heat - Losses,2016,Terajoules,21,
Armenia,Heat - Losses,2015,Terajoules,17,
Armenia,Heat - Final energy consumption,2019,Terajoules,7.894,
Armenia,Heat - Final energy consumption,2018,Terajoules,8,
Armenia,Heat - Final energy consumption,2017,Terajoules,8.8,
Armenia,Heat - Final energy consumption,2016,Terajoules,11,
Armenia,Heat - Final energy consumption,2015,Terajoules,9,
Armenia,Heat - Final energy consumption,2014,Terajoules,59,1
Armenia,Heat - Final energy consumption,2013,Terajoules,68,1
Armenia,Heat - Final energy consumption,2012,Terajoules,50,1
Armenia,Heat - Final energy consumption,2011,Terajoules,111,1
Armenia,Heat - Final energy consumption,2010,Terajoules,291,1
Armenia,Heat - Final energy consumption,2009,Terajoules,637,1
Armenia,Heat - Final energy consumption,2008,Terajoules,1146,1
Armenia,Heat - Final energy consumption,2007,Terajoules,1680,1
Armenia,Heat - Final energy consumption,2006,Terajoules,1480,
Armenia,Heat - Final energy consumption,2005,Terajoules,1720,
Armenia,Heat - Final energy consumption,2004,Terajoules,1018,
Armenia,Heat - Final energy consumption,2003,Terajoules,1068,
Armenia,Heat - Final energy consumption,2002,Terajoules,1221,
Armenia,Heat - Final energy consumption,2001,Terajoules,1605,
Armenia,Heat - Final energy consumption,2000,Terajoules,2629,
Armenia,Heat - Final energy consumption,1999,Terajoules,2263,
Armenia,Heat - Final energy consumption,1998,Terajoules,1946,
Armenia,Heat - Final energy consumption,1997,Terajoules,2221,
Armenia,Heat - Final energy consumption,1996,Terajoules,3010,
Armenia,Heat - Final energy consumption,1995,Terajoules,2557,
Armenia,Heat - Final energy consumption,1994,Terajoules,2242,
Armenia,Heat - Final energy consumption,1993,Terajoules,3101,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2017,Terajoules,0,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2016,Terajoules,0,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2015,Terajoules,0,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2014,Terajoules,33,1
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2013,Terajoules,38,1
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2012,Terajoules,28,1
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2011,Terajoules,58,1
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2010,Terajoules,158,1
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2009,Terajoules,344,1
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2008,Terajoules,619,1
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2007,Terajoules,913,1
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2006,Terajoules,804,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2005,Terajoules,934,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2004,Terajoules,553,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2003,Terajoules,580,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2002,Terajoules,663,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2001,Terajoules,872,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2000,Terajoules,1428,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",1999,Terajoules,1229,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",1998,Terajoules,1057,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",1997,Terajoules,1207,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",1996,Terajoules,1254,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",1995,Terajoules,1583,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",1994,Terajoules,1513,
Armenia,"Heat - Consumption by manufacturing, construction and non-fuel industry",1993,Terajoules,1651,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2017,Terajoules,0,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2016,Terajoules,0,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2015,Terajoules,0,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2014,Terajoules,33,1
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2013,Terajoules,38,1
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2012,Terajoules,28,1
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2011,Terajoules,58,1
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2010,Terajoules,158,1
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2009,Terajoules,344,1
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2008,Terajoules,619,1
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2007,Terajoules,913,1
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2006,Terajoules,804,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2005,Terajoules,934,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2004,Terajoules,553,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2003,Terajoules,580,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2002,Terajoules,663,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2001,Terajoules,872,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2000,Terajoules,1428,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",1999,Terajoules,1229,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",1998,Terajoules,1057,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",1997,Terajoules,1207,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",1996,Terajoules,1254,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",1995,Terajoules,1583,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",1994,Terajoules,1513,
Armenia,"Heat - Consumption by other manuf., const. and non-fuel ind.",1993,Terajoules,1651,
Armenia,Heat - Consumption not elsewhere specified (industry),2014,Terajoules,33,1
Armenia,Heat - Consumption not elsewhere specified (industry),2013,Terajoules,38,1
Armenia,Heat - Consumption not elsewhere specified (industry),2012,Terajoules,28,1
Armenia,Heat - Consumption not elsewhere specified (industry),2011,Terajoules,58,1
Armenia,Heat - Consumption not elsewhere specified (industry),2010,Terajoules,158,1
Armenia,Heat - Consumption not elsewhere specified (industry),2009,Terajoules,344,1
Armenia,Heat - Consumption not elsewhere specified (industry),2008,Terajoules,619,1
Armenia,Heat - Consumption not elsewhere specified (industry),2007,Terajoules,913,1
Armenia,Heat - Consumption not elsewhere specified (industry),2006,Terajoules,804,
Armenia,Heat - Consumption not elsewhere specified (industry),2005,Terajoules,934,
Armenia,Heat - Consumption not elsewhere specified (industry),2004,Terajoules,553,
Armenia,Heat - Consumption not elsewhere specified (industry),2003,Terajoules,580,
Armenia,Heat - Consumption not elsewhere specified (industry),2002,Terajoules,663,
Armenia,Heat - Consumption not elsewhere specified (industry),2001,Terajoules,872,
Armenia,Heat - Consumption not elsewhere specified (industry),2000,Terajoules,1428,
Armenia,Heat - Consumption not elsewhere specified (industry),1999,Terajoules,1229,
Armenia,Heat - Consumption not elsewhere specified (industry),1998,Terajoules,1057,
Armenia,Heat - Consumption not elsewhere specified (industry),1997,Terajoules,1207,
Armenia,Heat - Consumption not elsewhere specified (industry),1996,Terajoules,1254,
Armenia,Heat - Consumption not elsewhere specified (industry),1995,Terajoules,1583,
Armenia,Heat - Consumption not elsewhere specified (industry),1994,Terajoules,1513,
Armenia,Heat - Consumption not elsewhere specified (industry),1993,Terajoules,1651,
Armenia,Heat - Consumption by other,2019,Terajoules,7.894,
Armenia,Heat - Consumption by other,2018,Terajoules,8,
Armenia,Heat - Consumption by other,2017,Terajoules,8.8,
Armenia,Heat - Consumption by other,2016,Terajoules,11,
Armenia,Heat - Consumption by other,2015,Terajoules,9,
Armenia,Heat - Consumption by other,2014,Terajoules,26,1
Armenia,Heat - Consumption by other,2013,Terajoules,30,1
